fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,amb12,13/07/2015,133.16704,-23.42159,0,35.7,0,1.3,0.3,19.3,43.3,0,0,0,0,0,0,0,0,300,300,13316703_02342159_20150713_000000,13316703_02342159_20150713_000000,l7tmre_p103r076_20150717_dbgm3.img,4,670.4444444,1179,1907.777778,2480.888889,3085.888889,2513.555556,42.64611774,50.33664448,54.39113036,44.98504553,83.76348242,55.85320266,154.1111111,105,139.5555556,108.1111111,3.446236093,1.054092553,4.16629628,108.1111111,9
y,inv18a,16/06/2015,129.8447357,-18.01105052,0,0,0,0,0.3,92.3,7.3,0,0,0,0,0,0,0,0,300,300,12984473_01801105_20150616_000000,12984473_01801105_20150616_000000,l8olre_p106r072_20150612_dbgm2.img,4,809.8888889,1239,1890.444444,3113,3360.222222,1965,14.10629839,22.7400772,44.46499525,78.93175674,31.67465786,25.65584187,101.6666667,107.4444444,189.5555556,108,1.333333333,0.831479419,2.06080411,108,9
y,mnc18a,22/08/2017,137.62382,-22.1054,4.013,41.3,0,1,1.3,18.7,15,22.7,0,0,0,6,4,0,0.3,300,300,13762382_02210540_20170822_000000,13762382_02210540_20170822_000000,l7tmre_p100r075_20170818_dbgm3.img,4,583,1033,1708.888889,2479.888889,3803.888889,3107.555556,34.72431105,29.97776954,86.75052923,72.75750354,97.60515064,113.5587084,140.1111111,108,150.2222222,108.1111111,3.541639433,1.247219129,2.739739557,108.1111111,9
y,hls07a,12/10/2013,134.0931441,-18.16812376,9.253,1.3,0,0.7,0,35,63,0,0,0,0,23.3,8.7,0,6.3,300,300,13409314_01816812_20131012_000000,13409314_01816812_20131012_000000,l7tmre_p103r072_20131015_dbgm3.img,3,888.5555556,1142.555556,1464.888889,2318.888889,3130.555556,2000.333333,24.86457145,21.36513833,30.17520853,32.44292234,72.77989819,62.97795029,104.8888889,115.3333333,178.8888889,109.2222222,2.424158248,0.816496581,2.997941681,109.2222222,9
y,mgb11a,10/07/2018,134.51334,-17.84209,0,21,0,0,0,66.7,12.3,0,0,0,0,0,0,0,0,300,300,13451336_01784209_20180710_000000,13451336_01784209_20180710_000000,l7tmre_p103r072_20180709_dbgm3.img,1,954.2222222,1431.666667,1978.111111,2679.222222,3545.333333,2626.666667,37.16861812,39.60639679,66.50053374,80.19944275,118.0978878,76.07744592,130.5555556,105.3333333,163,107.3333333,2.216659705,1.247219129,2.905932629,0.471404521,9
y,ldv05,27/07/2013,132.5965767,-25.58777459,23.099,22.8,0,0,13.4,6.2,57.6,0,2,1,0,39.3,19.7,8,10,300,290,13259657_02558777_20130727_000000,13259657_02558777_20130727_000000,l7tmre_p103r078_20130727_dbgm2.img,0,296.2222222,505.6666667,860.3333333,1545.777778,2081.444444,1708.777778,24.60703503,27.65260687,52.38744549,68.14001562,106.0713713,96.74568928,135.8888889,121,141.3333333,115.1111111,2.377881618,1.699673171,1.763834207,115.1111111,9
y,leg21a,17/10/2014,129.4528233,-15.15534303,0,7,0,0,3,39,51,0,0,0,0,0,0,0,0,300,300,12945282_01515534_20141017_000000,12945282_01515534_20141017_000000,l8olre_p106r070_20141015_dbgm2.img,2,655,901.2222222,1278.111111,2747.777778,3767.333333,2542.111111,11.72840806,22.04932742,38.36504325,66.49941984,38.95581543,31.17849845,116,132.8888889,149.7777778,109,1.56347192,0.314269681,1.39664501,109,9
y,bgr04a,27/09/2017,134.22601,-14.57667,2.013,7.3,0,0,0.3,76.3,16,0,0,0,0,2.7,2,0,0.7,300,300,13422601_01457667_20170927_000000,13422601_01457667_20170927_000000,l7tmre_p103r070_20170924_dbgm3.img,3,666,1014.444444,1439,2257.222222,2764.222222,1850.666667,29.3257566,15.54999901,32.26625344,65.92213888,154.2089331,61.40213532,119.4444444,112.3333333,167.1111111,110.1111111,5.964918014,1.490711985,6.349880917,110.1111111,9
y,hby02a,22/07/2013,133.5007407,-24.53721949,1,42.1,0,33.7,11.8,1.7,4.7,6.1,1,0,0,0,0,0,0,300,297,13350074_02453721_20130722_000000,13350074_02453721_20130722_000000,l8olre_p102r077_20130728_dbgm3.img,6,605.8888889,1093.333333,1996.888889,2846.555556,3840.888889,3328.888889,58.45880685,117.5386461,246.3364657,276.8646324,389.2635338,353.7734506,159.3333333,110,129.3333333,107.3333333,6.76592771,2.309401077,6.110100927,107.3333333,9
y,vrd-37,2/08/2012,131.1414393,-16.17482166,27.208,27.7,18.3,3.7,0.7,6.3,40.3,3,0,0,0,44.7,25.7,0.7,5.7,300,300,13114143_01617482_20120802_000000,13114143_01617482_20120802_000000,l7tmre_p105r071_20120807_dbgm2.img,5,508.2222222,772.6666667,1057.555556,2242.444444,2113.555556,1585.222222,25.62020807,48.73055168,86.89343552,66.39128308,121.3544955,151.3698765,132.1111111,131.3333333,134.7777778,112.6666667,5.02094379,3.055050463,2.346523565,112.6666667,9
y,cent13,11/05/2010,133.355438,-14.37658661,25.583,19.1,0,0,37.4,20.9,22.7,0,7.3,0,0,37.7,19.3,0,2.7,300,278,13335543_01437658_20100511_000000,13335543_01437658_20100511_000000,l7tmre_p104r070_20100507_dbgm3.img,4,395.7777778,624.1111111,736.6666667,2210.111111,1817.111111,1021.888889,21.50337326,23.49678202,23.016902,87.60954342,71.66503013,27.50129065,108.6666667,145.3333333,144.6666667,115.7777778,3.431876714,2.708012802,4.422166387,115.7777778,9
y,arg18a,31/07/2017,137.19377,-21.80928,4.778,34.7,0,3.3,3,31.3,27.7,0,0,0,0,8.7,4.7,0,2.3,300,300,13719377_02180928_20170731_000000,13719377_02180928_20170731_000000,l8olre_p100r075_20170725_dbgm3.img,6,718,1155.111111,1808.666667,2575.444444,3502.222222,2687.111111,36.00308629,61.98287298,129.0262678,137.0232025,217.1429523,192.8761517,139.6666667,105.8888889,152.7777778,107.8888889,3.265986324,1.594744455,2.779999112,107.8888889,9
y,pmv04,26/06/2013,133.0534153,-24.87657215,16.216,30,0,2.2,10.8,0.7,56.3,0,4.3,2.3,0,21.7,12,1.7,5.7,300,277,13305341_02487657_20130626_000000,13305341_02487657_20130626_000000,l8olre_p103r077_20130703_dbgm3.img,7,344.3333333,619,1199.555556,2057,2807.444444,2330.666667,11.46007563,53.28330987,194.8008163,167.0555463,289.5491174,259.3440443,134.8888889,120,143.3333333,111.4444444,5.933791077,3.018461713,3.496029494,111.4444444,9
y,gnk11a,18/08/2014,132.4860663,-15.96443197,11.724,2.3,0,2.7,11.3,58.7,25,0,0,0.3,0,14.7,11.3,0,3.3,300,300,13248606_01596443_20140818_000000,13248606_01596443_20140818_000000,l7tmre_p104r071_20140822_dbgm3.img,4,497.7777778,791.1111111,1118.333333,2246.333333,2543.555556,1622.111111,17.47237679,19.73403402,39.59236739,47.38260346,40.4999619,39.80352984,113.6666667,126.6666667,158.3333333,112,1.632993162,2.624669291,1.414213562,112,9
y,lkf09a,26/09/2014,132.8332329,-15.16067926,21.831,2,0,0,0.3,44,53.7,0,1,0.7,0,32.3,18.3,0.7,13.3,300,300,13283323_01516067_20140926_000000,13283323_01516067_20140926_000000,l7tmre_p104r070_20140923_dbgm3.img,3,673.1111111,922.3333333,1298.111111,2676.888889,3011.222222,1818,12.20604991,20.35245003,35.82812193,27.03678336,66.30699272,75.13247559,107.3333333,128.4444444,163.1111111,110.1111111,2.943920289,1.892154041,3.413842555,110.1111111,9
y,rsw19a,15/09/2016,129.02678,-16.66298,2.048,18.7,0,21.7,0.7,20.3,38.7,0,0,0,0,7.7,2,3,2.3,300,300,12902678_01666298_20160915_000000,12902678_01666298_20160915_000000,l8olre_p106r072_20160918_dbgm2.img,3,563.8888889,804,1189.444444,1882.666667,2121.333333,1588.333333,21.74316978,37.95318754,50.53516072,98.51113868,159.298462,90.10611029,141.5555556,112.6666667,144.2222222,112.4444444,5.397759023,0.666666667,5.028314888,112.4444444,9
y,eva09a,20/07/2013,134.8617588,-18.19995027,4.054,13,0,4.3,0,50.7,21.7,10.3,0,0,0,7.7,4,0,1.3,300,300,13486175_01819995_20130720_000000,13486175_01819995_20130720_000000,l7tmre_p102r073_20130720_dbgm3.img,0,832.6666667,1045.111111,1378.777778,1970.333333,2936.222222,1906,13.32499739,23.96963099,38.6085131,37.37497677,80.53264042,66.41285016,104.8888889,105.6666667,188.5555556,110.2222222,3.984538017,1.414213562,3.890475867,110.2222222,9
y,mdr33a,23/08/2016,131.2504,-22.31504,5.351,59,0,2.3,5.7,12,21,0,0,0,0,5.7,5.3,0,0.3,300,300,13125040_02231504_20160823_000000,13125040_02231504_20160823_000000,l7tmre_p104r075_20160827_dbgm2.img,4,500.7777778,1008.111111,1904.777778,2869.888889,3891.222222,3414.555556,18.14005867,50.33762552,75.4037691,70.47212916,141.3669597,133.0840262,151.5555556,115.7777778,131.3333333,107.5555556,3.201080065,2.042752923,2.054804668,107.5555556,9
y,hsb20a,8/09/2016,134.0979948,-25.11351092,0,47.3,0,28,15,6.7,2.7,0.3,0,0,0,0,0,0,0,300,300,13409799_02511351_20160908_000000,13409799_02511351_20160908_000000,l8olre_p102r077_20160906_dbgm3.img,2,566,1019.333333,1992.888889,2784.444444,3943.111111,3408.111111,22.11083194,34.93486002,40.87227924,45.64868529,74.02919011,84.97116432,158.2222222,109.3333333,131.3333333,107.1111111,1.474055462,1.154700538,2.108185107,107.1111111,9
y,vrd66a,27/08/2018,131.59834,-16.20372,1.399,4.3,0,3.7,0,54.7,37.3,0,0,0,0,6,1.3,0,4.7,300,300,13159834_01620372_20180827_000000,13159834_01620372_20180827_000000,l7tmre_p105r071_20180824_dbgm2.img,3,840.3333333,1301,1953.666667,2832.777778,3255.555556,2105.888889,43.47668596,54.73369874,63.51377803,53.34536901,75.72774497,88.0194984,115,105,178.7777778,108,6.289320755,1.56347192,7.375300789,0,9
y,dgn20a,7/08/2014,132.0914087,-17.20717286,7.078,17.7,0,0,31,25.3,26,0,0.7,0,0,11,6.3,2.3,2.3,300,300,13209140_01720717_20140807_000000,13209140_01720717_20140807_000000,l7tmre_p104r072_20140806_dbgm3.img,1,531,911.6666667,1445,2753.888889,2813,1929.666667,40.86563348,32.41398875,24.34930982,59.04883938,84.10311132,100.0433239,124.6666667,123.3333333,150.7777778,110,2.748737084,1.56347192,3.675074535,110,9
y,orc14a,13/08/2013,133.6734543,-24.2922068,0.667,52.7,0,8.4,6.7,13.8,14.1,4.4,0.7,0,0,0,0,0,0,300,298,13367345_02429220_20130813_000000,13367345_02429220_20130813_000000,l8olre_p102r077_20130813_dbgm3.img,0,776.4444444,1283.666667,2075.666667,2821.777778,3787.777778,3177.222222,30.2769113,48.4515795,79.9722174,105.6879871,145.6691669,102.9193619,157.6666667,104.8888889,135.8888889,106.8888889,1.763834207,0.314269681,1.791612833,106.8888889,9
y,tdg20a,9/07/2018,133.6725,-17.65406,0,5.7,0,0,0,80.7,11.3,2.3,0,0,0,0,0,0,0,300,300,13367250_01765406_20180709_000000,13367250_01765406_20180709_000000,l7tmre_p103r072_20180709_dbgm3.img,0,783.2222222,1203,1795.444444,2565.111111,3398.555556,2112.888889,24.18345522,46.84489774,48.09276016,39.20443412,88.67808336,68.895161,105.7777778,103.2222222,189.8888889,108.2222222,5.028314888,1.930905244,5.89622185,0.41573971,9
y,lkn31a,12/05/2017,137.793609,-21.064301,0,54,0,3,1.7,28,13.3,0,0,0,0,0,0,0,0,300,300,13779361_02106430_20170512_000000,13779361_02106430_20170512_000000,l7tmre_p100r075_20170514_dbgm3.img,2,870.1111111,1404.111111,2103.111111,2702.333333,3723.111111,3027.555556,62.00258856,69.88632746,58.9980121,80.21775919,45.34912579,68.45779091,149.1111111,102.1111111,147.3333333,107,2.806517987,0.99380799,3.299831646,107,9
y,tld11a,30/04/2018,136.76107,-22.70133,1.394,20,0,0,1.7,33.3,45,0,0,0,0,10,1.3,0.3,4.3,300,300,13676107_02270133_20180430_000000,13676107_02270133_20180430_000000,l8olre_p101r076_20180430_dbgm3.img,0,593.8888889,914.2222222,1593.333333,2421,3514.666667,2876.333333,21.82477921,27.29581888,76.51434143,97.46794345,101.4505901,95.70904984,110.6666667,146.5555556,108.7777778,,1.632993162,2.985561965,0.41573971,,9
y,mrk25a,2/06/2016,135.13794,-22.92659,4.181,47.7,0,0,18,9.7,24.7,0,0,0,0,16.7,4,0.3,4.3,300,300,13513793_02292659_20160602_000000,13513793_02292659_20160602_000000,l8olre_p102r076_20160602_dbgm3.img,0,357.6666667,578.7777778,940.3333333,1766.888889,2385.111111,1741.777778,17.44196727,41.88549942,80.63222405,117.5938816,135.5264996,111.7912517,126,120.5555556,152.2222222,113.6666667,2.449489743,2.408831488,1.314684396,113.6666667,9
y,mgp21a,16/05/2018,131.82191,-25.95302,1.667,34.7,0,0,0,49,16.3,0,0,0,0,2.3,1.7,0,0,300,300,13182191_02595294_20180516_000000,13182191_02595294_20180516_000000,l8olre_p103r078_20180514_dbgm2.img,2,501.4444444,817.6666667,1443.555556,2027.444444,2972.111111,2424.444444,18.04999915,31.85034449,68.86558746,69.4583986,82.28331064,107.1697626,106.1111111,146.2222222,110.2222222,,1.2862041,2.615244955,0.41573971,,9
y,urg19a,3/07/2018,134.14731,-17.82592,12.709,20,0,0,0.3,43.7,36,0,0,0,0,13,12.7,0,0.3,300,300,13414792_01782369_20180703_000000,13414792_01782369_20180703_000000,l8olre_p103r072_20180701_dbgm3.img,2,815.7777778,1112.222222,1551.555556,2665.555556,3505.333333,2508.111111,20.05424742,29.13485037,59.96686328,48.69659151,81.08705884,124.4672598,118.1111111,156.2222222,108.3333333,,3.247030932,2.615244955,0.471404521,,9
y,wvh19a,23/05/2015,130.76845,-18.02068,0,40.7,0,0,49.3,4.3,5.7,0,0,2.3,0,0.3,0,0.3,0,300,300,13076845_01802067_20150523_000000,13076845_01802067_20150523_000000,l8olre_p105r072_20150520_dbgm2.img,3,599.5555556,1060.666667,1763,2720.333333,3071.666667,2700.555556,8.180072142,13.0979218,32.95114228,24.66216175,51.10772936,51.96603829,158.8888889,116,123.5555556,108,0.99380799,0.816496581,0.831479419,108,9
y,wrk13a,16/07/2017,136.81077,-19.64497,0,5.3,0,1.3,0.3,65,28,0,0,0,0,0,0,0,0,300,300,13681077_01964497_20170716_000000,13681077_01964497_20170716_000000,l8olre_p101r073_20170716_dbgm3.img,0,1057.444444,1557.333333,2292,3209.444444,3561.222222,2416.444444,11.30497542,12.84955684,19.61858529,33.02225213,24.39844156,33.23021086,120.6666667,103.3333333,174.3333333,107,2,0.471404521,2.309401077,107,9
y,mar22a,4/07/2014,135.8548687,-16.44163197,21.386,0.7,0,17.3,53,20,9,0,1,0,1.3,24.3,19.7,0,4.7,300,300,13585486_01644163_20140704_000000,13585486_01644163_20140704_000000,l7tmre_p102r071_20140707_dbgm3.img,3,444.2222222,750.7777778,1037.111111,1959.666667,2469.777778,1541.333333,34.23051847,37.6350244,58.83015939,96.92952766,117.9762479,108.5346847,109.5555556,122.7777778,166.4444444,112.7777778,2.006163343,1.474055462,1.949992086,112.7777778,9
y,arg22a,1/08/2017,136.93702,-21.36685,2.027,21.7,0,0.3,0.3,50.7,18,9,0,0,0,4.7,2,0.7,1.3,300,300,13693702_02136685_20170801_000000,13693702_02136685_20170801_000000,l8olre_p101r075_20170801_dbgm3.img,0,829.7777778,1190.777778,1629,2346.777778,3227.111111,2351.444444,14.69525833,19.46379989,27.11703032,41.47228734,41.8686954,26.05170547,126.1111111,106.4444444,165.8888889,108.6666667,0.99380799,0.955813919,1.662958839,108.6666667,9
y,dgs15a,11/08/2016,131.31636,-13.83981,43.273,0.3,0,0.3,0,65.7,33.7,0,0,0,0,48.7,39.7,0,8.3,300,300,13131636_01383981_20160811_000000,13131636_01383981_20160811_000000,l8olre_p105r070_20160810_dbgm2.img,1,570.1111111,837.5555556,1197.333333,2547.111111,3003.333333,1723.444444,9.768935396,23.08010741,45.82575695,61.62150498,57.45142876,41.98177147,102.1111111,127.4444444,169.5555556,110.8888889,0.99380799,1.892154041,2.06080411,110.8888889,9
y,tmr21a,13/06/2014,134.5347784,-16.05747644,10.643,21,0,0.3,26,27.3,25.3,0,2.3,0.3,0,13.3,8.3,1.7,3.3,300,300,13453477_01605747_20140613_000000,13453477_01605747_20140613_000000,l7tmre_p103r071_20140612_dbgm3.img,1,428.6666667,679.3333333,946.5555556,1806,2291.444444,1517.222222,25.93581822,27.88468317,33.42025703,49.694623,70.98687063,63.4170986,116.1111111,123.3333333,159.3333333,113.6666667,1.911627837,2,2.108185107,113.6666667,9
y,lbd09a,24/09/2015,130.42311,-13.16261,0,1,0,0,21.3,77.3,0.3,0,0,0,0,0,0,0,0,300,300,13042311_01316261_20150924_000000,13042311_01316261_20150924_000000,l8olre_p106r069_20151002_dbgm2.img,8,518,710.8888889,952.5555556,2200.444444,3607.888889,2419,10.1214843,13.29531617,15.19584089,30.60178321,61.3160201,52.57164424,105.1111111,135.7777778,157.5555556,111,0.566557724,1.617802198,1.892154041,111,9
y,dly18a,22/05/2014,134.7745854,-22.50579,6.429,54.2,0,0,0.3,5.1,28.5,11.9,4.7,0.7,6,12,2,0,5.7,300,295,13477458_02250579_20140522_000000,13477458_02250579_20140522_000000,l7tmre_p102r075_20140520_dbgm3.img,2,433.3333333,774.6666667,1393.444444,2162.777778,3280.888889,2605.333333,24.68467811,11.86029792,50.11345153,46.4010962,179.1922893,210.10738,133.2222222,114.1111111,151.1111111,110,2.572408201,0.99380799,2.557969874,110,9
y,pwc14a,16/06/2018,133.52271,-18.18792,0.667,19.3,0,0,2.7,57.7,8.7,11.7,0,0,0,0.7,0.7,0,0,300,300,13352271_01818792_20180616_000000,13352271_01818792_20180616_000000,l7tmre_p103r073_20180623_dbgm3.img,7,833.1111111,1456.333333,2261,3337.333333,4188.111111,3222.888889,45.90677617,78.98945077,102.6136227,119.4031453,173.1604551,160.4178187,145,112.4444444,140.7777778,106.2222222,4.109609335,1.706921277,3.880944266,0.41573971,9
y,sdn14a,13/07/2017,137.36797,-20.07181,0,14.3,0,6.7,0.7,52.3,26,0,0,0,0,0,0,0,0,300,300,13736797_02007181_20170713_000000,13736797_02007181_20170713_000000,l8olre_p101r074_20170716_dbgm3.img,3,883,1223.777778,1735.555556,2390.222222,3164.444444,2283.777778,16.84570502,25.84474061,33.51321832,51.89685877,72.85466676,67.85569292,128.4444444,103.3333333,167,108.4444444,1.49897084,0.471404521,1.825741858,108.4444444,9
y,rhd23a,8/10/2015,135.24171,-18.80153,0,31.3,0,2,0.7,34.3,31.7,0,0,0,0,0,0,0,0,300,300,13524171_01880153_20151008_000000,13524171_01880153_20151008_000000,l8olre_p102r073_20151006_dbgm3.img,2,958.8888889,1242.333333,1592.444444,2242,2711.444444,1995,23.06244877,39.22584182,35.38710095,28.44878439,62.12015438,41.72928628,131.8888889,107.3333333,159.5555556,109.1111111,2.131480677,0.816496581,2.543449587,109.1111111,9
y,orc24a,14/06/2018,133.57962,-24.41992,3.559,81,0,2,0,2.3,14.7,0,0,0,0,11.3,3.3,0,6.3,300,300,13357963_02441991_20180614_000000,13357963_02441991_20180614_000000,l7tmre_p102r077_20180616_dbgm3.img,2,584.3333333,1177.555556,2248.888889,2923.888889,3817.777778,3446.555556,37.50555514,100.4999846,185.7545839,228.5089079,304.4371045,247.8382587,170.2222222,109.1111111,119.1111111,106.7777778,5.244632765,0.874889764,4.507880617,0.628539361,9
y,orc15a,12/08/2013,133.707535,-24.25607204,3.632,35.8,0,0.3,12.5,18.6,32.8,0,1.3,0,0,5.7,2.3,1,1,300,296,13370753_02425607_20130812_000000,13370753_02425607_20130812_000000,l8olre_p102r077_20130813_dbgm3.img,1,556.8888889,956.3333333,1747.777778,2621.666667,3408.333333,2959,13.15247712,33.65841483,95.90478818,115.7977163,127.017934,114.4930857,152.7777778,113.3333333,132.3333333,108.2222222,3.644715437,1.333333333,2.867441756,108.2222222,9
y,tmr19a,13/06/2014,134.744771,-16.17886932,0,6.7,0,0,47.7,25.3,20.3,0,0,0,0,0,0,0,0,300,300,13474477_01617886_20140613_000000,13474477_01617886_20140613_000000,l7tmre_p103r071_20140612_dbgm3.img,1,537.6666667,771,1050.222222,1932,3099.555556,1964.555556,35.44949459,22.16102685,34.83222575,44.08325457,78.86149759,41.66029581,102.5555556,122.3333333,174.1111111,111.7777778,1.257078722,2,1.369869778,111.7777778,9
y,ekd12a,4/08/2016,135.87503,-21.17248,0.692,24,0,0,35.7,4.3,33.3,2.7,0,0,0,7,0.7,0.7,3.7,300,300,13587503_02117248_20160804_000000,13587503_02117248_20160804_000000,l7tmre_p101r075_20160806_dbgm3.img,2,627.3333333,1076.111111,1496.333333,2587.444444,3585.777778,2998.333333,31.05908348,28.77284385,56.62351298,82.76756089,103.9281566,122.096501,136.8888889,119.8888889,141.7777778,108.3333333,2.845832994,1.2862041,2.298684541,108.3333333,9
y,ghn11a,20/04/2016,132.082155,-23.304432,1.007,45.7,0,0,0,24.7,29.7,0,0,0,0,2,1,0.3,0.7,300,300,13208215_02330443_20160420_000000,13208215_02330443_20160420_000000,l8olre_p103r076_20160422_dbgm3.img,2,718.8888889,1194.555556,2086.888889,2942.777778,4071.777778,3502.888889,26.1892448,51.8675902,93.00949109,103.2050578,168.4608611,155.4766467,160.3333333,107.7777778,130.3333333,106.6666667,3.299831646,0.916245695,2.449489743,106.6666667,9
y,rkl28a,18/06/2017,137.92559,-19.45944,0,5.7,0,0,0,89,5.3,0,0,0,0,0,0,0,0,300,300,13792559_01945944_20170618_000000,13792559_01945944_20170618_000000,l8olre_p100r073_20170623_dbgm4.img,5,907.7777778,1312,1981.111111,2807.555556,3245.777778,2169.333333,11.64071187,16.48568403,26.29509648,50.31260304,72.19999658,23.68778401,121.2222222,102.8888889,174.5555556,108,2.973130702,0.314269681,3.130889512,108,9
y,mjw16a,8/07/2015,131.68269,-16.68849,3.393,6.3,0,3.7,0.3,61.7,28,0,0.7,0.7,0.7,6.3,2.7,0,3.7,300,300,13168269_01668849_20150708_000000,13168269_01668849_20150708_000000,l7tmre_p105r071_20150715_dbgm2.img,7,723.7777778,1109.666667,1609.555556,2316.888889,3004.666667,2067.444444,26.22033892,37.84764781,36.79405481,36.34539385,36.62118391,26.08580334,121.7777778,106.6666667,170.2222222,109,3.764683188,1.632993162,3.823255674,109,9
y,hby-02,23/08/2011,133.5050069,-24.53705421,1.678,0,26,19.7,10.7,19.3,23.7,0.7,0,0,0,3,1.7,0.3,0.7,300,300,13350500_02453705_20110823_000000,13350500_02453705_20110823_000000,l5tmre_p102r077_20110808_dbgm3.img,15,589,994,1410.444444,1861.333333,3177.222222,2633,29.60480441,55.31525809,103.7230405,118.7621339,146.8277735,165.3978369,136.1111111,100.2222222,162.6666667,109.7777778,4.886362984,0.628539361,4.876246279,109.7777778,9
y,dxe04a,26/08/2014,132.0349725,-15.19056748,53.493,2.3,0,4.3,4,49.7,39.7,0,0.3,0,0,60,47.7,1.7,10.7,300,300,13203497_01519056_20140826_000000,13203497_01519056_20140826_000000,l8olre_p105r070_20140821_dbgm2.img,5,489.8888889,786.1111111,1085.333333,2683.111111,2380.444444,1370.333333,15.77934265,17.12337223,39.07258203,100.5069864,59.37285409,61.65315167,108.1111111,132.3333333,158.3333333,112,3.314763087,2.160246899,2.054804668,112,9
y,hrhr01,6/06/2012,131.062066,-12.41655847,69.634,10.4,0,0,4.2,6.2,79.2,0,13.3,0.3,0,84,57.3,1.7,13,300,259,13106206_01241655_20120606_000000,13106206_01241655_20120606_000000,l7tmre_p106r068_20120526_dbgm2.img,11,761.4444444,782.3333333,692.2222222,2151.111111,1254.222222,667.1111111,19.93941441,28.81357705,19.4066299,65.82712113,70.95033909,86.1361254,123.4444444,151.4444444,124.2222222,117.1111111,13.76881429,4.66931142,10.06399278,117.1111111,9
y,mgb12a,10/07/2018,134.65497,-17.80199,0,8.7,0,0,0,73,18.3,0,0,0,0,0,0,0,0,300,300,13465492_01780199_20180710_000000,13465492_01780199_20180710_000000,l8olre_p102r072_20180710_dbgm3.img,0,1044.777778,1452.111111,1984.444444,2867.666667,3689.666667,2504.555556,32.95376484,38.74258193,44.56982315,61.64594246,92.53587893,72.39108464,106.4444444,175.6666667,107,,0.684934889,2,0,,9
y,vrd60a,25/08/2018,130.97318,-16.66369,0,2,0,0.3,0,87.3,10.3,0,0,0,0,0,0,0,0,300,300,13097318_01666369_20180825_000000,13097318_01666369_20180825_000000,l7tmre_p105r071_20180824_dbgm2.img,1,724.1111111,1151.666667,1714.555556,2611.777778,3175.111111,2058,41.31570711,86.87283171,122.5353565,116.1998066,84.90052276,70.69496289,114.8888889,109,174.5555556,108.7777778,4.909049341,2.449489743,5.519885488,0.628539361,9
y,vrd65a,27/08/2018,131.42169,-16.44125,0.673,0.7,0,5,0,64.7,29.7,0,0,0,0,1.7,0.7,0,1,300,300,13142169_01644125_20180827_000000,13142169_01644125_20180827_000000,l8olre_p105r071_20180901_dbgm2.img,5,890.5555556,1306.777778,1889.444444,2889.888889,3011.222222,2014.444444,44.75888766,70.6301443,101.5875223,97.05375881,64.35798798,39.81097311,108.4444444,167.7777778,108.1111111,,2.266230895,3.224137362,0.314269681,,9
y,lrz10a,28/09/2014,132.4801775,-15.49091895,27.113,11.7,0,0.7,1.7,32,54,0,0,0,0,31,25.7,0,5.3,300,300,13248017_01549091_20140928_000000,13248017_01549091_20140928_000000,l8olre_p104r071_20141001_dbgm3.img,3,783.2222222,1141.444444,1647.777778,3330.555556,3444.666667,2299.666667,38.40074588,45.4070751,44.93644346,53.17708594,88.00126262,144.8700567,123.2222222,127.4444444,148,107.8888889,4.516089207,0.831479419,4.594682917,107.8888889,9
y,btl05a,30/08/2013,134.2309059,-16.90513924,24.031,17.7,0,21,0.7,22.3,38.3,0,0,0,0,36.3,20.7,1,14,300,300,13423090_01690513_20130830_000000,13423090_01690513_20130830_000000,l7tmre_p103r072_20130828_dbgm3.img,2,523.6666667,843.2222222,1209.333333,1988.555556,2501.888889,1937.555556,57.26158301,78.08226115,125.4750971,152.3082482,196.6703076,155.8746727,134.2222222,116.8888889,147.4444444,111.5555556,3.705184889,3.142696805,2.06080411,111.5555556,9
y,mcv04a,5/06/2013,133.1669947,-25.90285439,4.652,42.7,0,0,7.7,40.2,9.4,0,4.3,0.3,0,0.7,0.3,0,0,300,286,13316699_02590285_20130605_000000,13316699_02590285_20130605_000000,l8olre_p102r078_20130525_dbgm3.img,11,541.7777778,825.2222222,1345.222222,1973.888889,2879.888889,2443.333333,21.90270292,22.41912764,40.95465725,61.96853044,108.2840344,99.89105176,144.8888889,107.8888889,145.8888889,110.3333333,2.282515398,1.852592445,3.281071791,110.3333333,9
